0.0366 0.5077 2.06
0.3043 0.6217 2.06
0.5406 0.7388 2.26
5.1760 0.1852 2.72
4.9978 0.2420 2.99
5.7848 0.0056 2.96
5.6355 -0.0773 2.91
4.5895 -0.8399 2.95
4.5610 -0.9507 2.85
0.5002 0.3632 2.64
1.3176 0.7649 2.99
1.2959 0.5789 2.69
1.5696 0.6495 2.62
3.8615 0.4725 2.7
3.6420 0.3211 2.68
1.9377 -0.5009 2.45
1.9511 0.1447 2.9
3.3861 0.6688 2.9
5.7030 -0.2770 2.87
2.4308 -1.0249 2.25
2.8054 -1.1101 2.76
0.1768 0.9868 2.23
0.0400 1.0324 2.27
0.3744 1.0513 2.68
0.2474 1.0597 2.47
3.1781 -0.8601 2.6
3.5774 -0.9169 2.3
3.8201 -0.7303 2.31
3.3227 -0.8210 2.17
3.4933 -0.6159 2.75
3.6944 -0.6219 2.06
3.6457 -0.8153 2.55
5.5789 1.0923 2.44
0.7953 0.0714 2.53
0.1902 -0.2795 2.04
1.4820 -0.5921 2.64
4.0783 0.4663 2.23
3.2077 -0.9992 2.8
3.2916 -0.3945 2.65
3.2719 -0.2703 2.95
3.1858 -0.3732 3
3.2106 -0.2872 2.59
5.1704 0.7877 2.87
5.4376 0.5929 2.46
5.3330 0.7026 2.2
4.5834 0.9128 2.79
4.2935 1.0736 2.74
4.6976 0.8987 2.23
1.3432 -0.0858 2.79
1.0386 -0.2180 2.95
1.9836 0.5566 2.88
1.7625 0.4386 2.98
1.6710 0.3929 2.88
5.9458 -0.7874 2.1
4.3206 0.3751 2.77
4.3689 0.5516 2.81
3.4860 -0.3984 3
0.5182 -1.0547 2.86
0.1124 -1.3395 2.8
3.0939 0.2543 2.14
2.9414 0.3582 2.56
2.5563 0.4149 2.98
2.7051 0.3463 2.61
1.4518 -0.2824 2.58
1.4322 -0.3358 2.84
3.8872 -0.2785 2.75
4.0012 -0.1504 2.61
3.8481 -0.8135 2.3
3.9206 -0.7482 2.68
4.0803 -0.7127 2.78
3.3038 -1.2019 2.69
4.6030 0.2192 2.08
4.6403 0.0797 2.77
4.2514 -0.0402 2.74
4.4959 -0.2492 2.43
4.3509 -0.1646 2.56
1.4487 0.0052 2.23
1.4636 -0.0714 2.77
1.5174 -0.1454 2.06
1.4868 -0.0010 2.05
6.0422 0.2654 2.49
6.0379 0.4901 2.42
5.6906 0.1724 2.39
5.9472 0.5275 2.94
0.0578 0.2650 2.83
0.8210 0.7148 2.12
1.0378 0.6983 2.89
0.8063 0.9339 2.93
1.0216 0.5565 2.85
0.1147 -0.7277 2.39
1.9074 -0.6441 2.7
2.1273 -0.4136 2.81
1.7887 -0.8619 2.93
2.1100 -0.6981 2.25
4.2125 -0.3176 2.62
4.1902 -0.3731 2.32
4.4077 -0.5883 2.29
4.6360 -0.6802 2.41
4.1838 -0.4518 2.89
4.2812 -0.4260 2.89
4.3454 -0.4849 2.82
4.5848 -0.6406 2.69
4.1201 0.1121 2.65
4.8040 -0.4917 2.7
4.7377 -0.5162 2.99
4.8344 -0.4290 2.81
5.0168 -0.3661 2.89
4.9535 -0.4486 2.02
4.9856 -0.4908 2.6
0.9926 0.4207 2.87
1.4733 0.3690 3
4.1676 -1.0920 2.85
4.0095 -1.1750 2.89
0.5652 0.6106 3
5.8403 -1.0427 2.86
2.8878 0.9841 2.37
3.1147 0.9371 2.44
3.5078 0.9586 2.27
0.6624 1.5580 2.02
3.8864 1.2943 2.08
2.4527 -0.9597 2.5
2.3911 -0.7429 2.21
2.8221 -0.8479 2.69
3.4129 0.1913 2.83
